1,298,-4,19,19,1,38,10
1,256,-4,19,19,1,38,10
2,54,-4,19,19,1,38,10
3,347,-4,19,19,1,38,10
4,249,-4,19,19,1,38,10
5,368,-4,19,19,1,38,10
6,100,-4,19,19,1,38,10
7,321,-4,19,19,1,38,10
8,345,-4,19,19,1,38,10
9,237,-4,19,19,1,38,10
10,397,-4,19,19,1,38,10
11,167,-4,19,19,1,38,10
12,226,-4,19,19,1,38,10
13,204,-4,19,19,1,38,10
14,274,-4,19,19,1,38,10
15,293,-4,19,19,1,38,10
16,257,-4,19,19,1,38,10
17,244,-4,19,19,1,38,10
18,222,-4,19,19,1,38,10
19,133,-4,19,19,1,38,10
20,196,-4,19,19,1,38,10
21,269,-4,19,19,1,38,10
22,116,-4,19,19,1,38,10
23,54,-4,19,19,1,38,10
24,533,-4,19,19,1,38,10
25,187,-4,19,19,1,38,10
26,72,-4,19,19,1,38,10
27,178,-4,19,19,1,38,10
28,304,-4,19,19,1,38,10
29,141,-4,19,19,1,38,10
30,208,-4,19,19,1,38,10
31,202,-4,19,19,1,38,10
32,212,-4,19,19,1,38,10
33,273,-4,19,19,1,38,10
34,172,-4,19,19,1,38,10
35,118,-4,19,19,1,38,10
36,68,-4,19,19,1,38,10
37,202,-4,19,19,1,38,10
38,80,-4,19,19,1,38,10
1,528,-3,19,19,1,38,15
2,105,-3,19,19,1,38,15
3,290,-3,19,19,1,38,15
4,299,-3,19,19,1,38,15
5,61,-3,19,19,1,38,15
6,165,-3,19,19,1,38,15
7,101,-3,19,19,1,38,15
8,98,-3,19,19,1,38,15
9,205,-3,19,19,1,38,15
10,484,-3,19,19,1,38,15
11,186,-3,19,19,1,38,15
12,128,-3,19,19,1,38,15
13,131,-3,19,19,1,38,15
14,542,-3,19,19,1,38,15
15,76,-3,19,19,1,38,15
16,562,-3,19,19,1,38,15
17,341,-3,19,19,1,38,15
18,519,-3,19,19,1,38,15
19,393,-3,19,19,1,38,15
20,228,-3,19,19,1,38,15
21,298,-3,19,19,1,38,15
22,258,-3,19,19,1,38,15
23,201,-3,19,19,1,38,15
24,359,-3,19,19,1,38,15
25,1056,-3,19,19,1,38,15
26,242,-3,19,19,1,38,15
27,315,-3,19,19,1,38,15
28,271,-3,19,19,1,38,15
29,74,-3,19,19,1,38,15
30,54,-3,19,19,1,38,15
31,258,-3,19,19,1,38,15
32,255,-3,19,19,1,38,15
33,249,-3,19,19,1,38,15
34,257,-3,19,19,1,38,15
35,184,-3,19,19,1,38,15
36,215,-3,19,19,1,38,15
37,244,-3,19,19,1,38,15
38,132,-3,19,19,1,38,15
39,365,-3,19,19,1,38,15
40,157,-3,19,19,1,38,15
41,54,-3,19,19,1,38,15
42,173,-3,19,19,1,38,15
43,148,-3,19,19,1,38,15
44,478,-3,19,19,1,38,15
45,175,-3,19,19,1,38,15
46,268,-3,19,19,1,38,15
47,298,-3,19,19,1,38,15
48,170,-3,19,19,1,38,15
49,301,-3,19,19,1,38,15
50,204,-3,19,19,1,38,15
51,111,-3,19,19,1,38,15
52,370,-3,19,19,1,38,15
53,380,-3,19,19,1,38,15
54,253,-3,19,19,1,38,15
55,112,-3,19,19,1,38,15
56,57,-3,19,19,1,38,15
57,116,-3,19,19,1,38,15
58,622,-3,19,19,1,38,15
59,364,-3,19,19,1,38,15
60,925,-3,19,19,1,38,15
61,173,-3,19,19,1,38,15
62,130,-3,19,19,1,38,15
63,122,-3,19,19,1,38,15
64,317,-3,19,19,1,38,15
65,447,-3,19,19,1,38,15
66,217,-3,19,19,1,38,15
67,149,-3,19,19,1,38,15
68,117,-3,19,19,1,38,15
69,189,-3,19,19,1,38,15
70,209,-3,19,19,1,38,15
71,238,-3,19,19,1,38,15
72,181,-3,19,19,1,38,15
73,244,-3,19,19,1,38,15
74,267,-3,19,19,1,38,15
75,315,-3,19,19,1,38,15
76,257,-3,19,19,1,38,15
77,230,-3,19,19,1,38,15
78,54,-3,19,19,1,38,15
79,219,-3,19,19,1,38,15
80,161,-3,19,19,1,38,15
81,75,-3,19,19,1,38,15
82,285,-3,19,19,1,38,15
83,193,-3,19,19,1,38,15
84,418,-3,19,19,1,38,15
85,170,-3,19,19,1,38,15
86,276,-3,19,19,1,38,15
87,156,-3,19,19,1,38,15
88,146,-3,19,19,1,38,15
89,221,-3,19,19,1,38,15
90,127,-3,19,19,1,38,15
91,355,-3,19,19,1,38,15
92,69,-3,19,19,1,38,15
93,420,-3,19,19,1,38,15
94,269,-3,19,19,1,38,15
95,94,-3,19,19,1,38,15
96,109,-3,19,19,1,38,15
97,774,-3,19,19,1,38,15
98,223,-3,19,19,1,38,15
99,117,-3,19,19,1,38,15
100,210,-3,19,19,1,38,15
101,210,-3,19,19,1,38,15
102,54,-3,19,19,1,38,15
103,73,-3,19,19,1,38,15
